,totals,symbol,tf,variation,netprofit,profit_percent(%),MDD(%),win trades,loss trades,winrate,W.Avg,W.Max,L.Avg,L.Max,GrossProfit,GrossLoss,ProfitFactor
0,39,BTCBUSDPerp,360,4,31.08,0.03,0.13,12,17,41.38,21.54,80.76,13.38,32.34,258.46,227.38,1.14
0,40,BTCBUSDPerp,360,5,-58.44,-0.06,0.08,1,6,14.29,37.09,37.09,15.92,44.38,37.09,95.53,0.39
0,41,BTCBUSDPerp,360,6,-58.44,-0.06,0.08,1,6,14.29,37.09,37.09,15.92,44.38,37.09,95.53,0.39
0,42,ETHBUSDPerp,5,1,-134.84,-0.13,0.15,76,236,24.36,2.13,10.17,1.26,7.48,162.15,296.99,0.55
0,43,ETHBUSDPerp,5,2,-43.44,-0.04,0.05,20,74,21.28,1.98,5.63,1.12,4.13,39.58,83.01,0.48
0,44,ETHBUSDPerp,5,3,-580.29,-0.58,0.58,217,735,22.79,2.67,25.44,1.58,11.06,578.37,1158.66,0.5
0,45,ETHBUSDPerp,5,4,-225.52,-0.23,0.23,83,270,23.51,2.95,25.47,1.74,11.08,244.47,469.99,0.52
0,46,ETHBUSDPerp,5,5,-153.85,-0.15,0.16,90,274,24.73,2.21,13.8,1.29,7.48,199.09,352.94,0.56
0,47,ETHBUSDPerp,5,6,-40.37,-0.04,0.05,25,89,21.93,2.53,7.69,1.17,4.13,63.34,103.71,0.61
0,48,ETHBUSDPerp,15,1,-80.91,-0.08,0.12,72,173,29.39,5.32,22.12,2.68,14.81,382.86,463.77,0.83
0,49,ETHBUSDPerp,15,2,-64.26,-0.06,0.06,30,75,28.57,4.1,22.12,2.5,13.47,122.89,187.15,0.66
0,50,ETHBUSDPerp,15,3,-572.6,-0.57,0.6,309,739,29.48,6.11,34.99,3.33,58.03,1887.23,2459.83,0.77
0,51,ETHBUSDPerp,15,4,-278.72,-0.28,0.32,129,317,28.92,5.5,20.77,3.12,11.21,708.9,987.62,0.72
0,52,ETHBUSDPerp,15,5,-56.04,-0.06,0.11,98,207,32.13,5.24,48.98,2.75,14.81,513.33,569.37,0.9
0,53,ETHBUSDPerp,15,6,-99.07,-0.1,0.1,37,92,28.68,3.46,22.11,2.47,13.47,127.94,227.01,0.56
0,54,ETHBUSDPerp,30,1,-30.2,-0.03,0.08,32,69,31.68,6.6,24.33,3.5,19.79,211.26,241.47,0.87
0,55,ETHBUSDPerp,30,2,-77.65,-0.08,0.1,16,51,23.88,5.81,21.75,3.35,19.78,93.02,170.67,0.55
0,56,ETHBUSDPerp,30,3,-232.83,-0.23,0.26,167,419,28.5,9.72,58.29,4.43,61.25,1622.43,1855.25,0.87
0,57,ETHBUSDPerp,30,4,-181.5,-0.18,0.21,63,182,25.71,9.45,46.84,4.27,16.77,595.45,776.95,0.77
0,58,ETHBUSDPerp,30,5,-27.54,-0.03,0.09,41,88,31.78,6.73,39.02,3.45,19.79,275.73,303.27,0.91
0,59,ETHBUSDPerp,30,6,-45.18,-0.05,0.06,22,61,26.51,6.96,39.02,3.25,19.78,153.21,198.39,0.77
0,60,ETHBUSDPerp,60,1,-119.02,-0.12,0.13,14,44,24.14,4.32,12.23,4.08,14.48,60.52,179.54,0.34
0,61,ETHBUSDPerp,60,2,-33.7,-0.03,0.05,11,23,32.35,3.8,12.23,3.28,12.71,41.79,75.49,0.55
0,62,ETHBUSDPerp,60,3,-234.21,-0.23,0.24,87,220,28.34,12.86,40.49,6.15,28.84,1119.22,1353.43,0.83
0,63,ETHBUSDPerp,60,4,-246.12,-0.25,0.25,29,92,23.97,12.61,32.89,6.65,20.29,365.58,611.7,0.6
0,64,ETHBUSDPerp,60,5,-39.8,-0.04,0.1,23,53,30.26,7.85,40.43,4.16,14.49,180.51,220.31,0.82
0,65,ETHBUSDPerp,60,6,64.95,0.06,0.04,19,28,40.43,8.34,40.45,3.34,12.71,158.52,93.57,1.69
0,66,ETHBUSDPerp,120,1,-106.87,-0.11,0.15,9,26,25.71,14.87,45.71,9.26,29.14,133.84,240.71,0.56
0,67,ETHBUSDPerp,120,2,-69.1,-0.07,0.11,8,23,25.81,16.13,45.71,8.62,29.14,129.08,198.17,0.65
0,68,ETHBUSDPerp,120,3,-88.09,-0.09,0.24,33,81,28.95,19.0,47.75,8.83,37.91,627.03,715.13,0.88
0,69,ETHBUSDPerp,120,4,-35.69,-0.04,0.11,16,31,34.04,15.16,31.78,8.98,22.24,242.55,278.24,0.87
0,70,ETHBUSDPerp,120,5,-115.12,-0.12,0.14,9,29,23.68,17.1,45.71,9.28,29.13,153.86,268.98,0.57
0,71,ETHBUSDPerp,120,6,-102.99,-0.1,0.13,7,26,21.21,16.91,45.71,8.51,29.13,118.34,221.33,0.53
0,72,ETHBUSDPerp,240,1,5.92,0.01,0.11,5,10,33.33,33.56,79.74,16.19,80.02,167.82,161.91,1.04
0,73,ETHBUSDPerp,240,2,-0.75,-0.0,0.11,3,7,30.0,46.61,79.74,20.08,80.02,139.83,140.58,0.99
0,74,ETHBUSDPerp,240,3,68.62,0.07,0.11,20,39,33.9,27.05,51.7,12.11,38.07,540.99,472.36,1.15
0,75,ETHBUSDPerp,240,4,-3.09,-0.0,0.09,7,18,28.0,34.15,51.72,13.45,38.07,239.07,242.17,0.99
0,76,ETHBUSDPerp,240,5,-33.96,-0.03,0.12,5,13,27.78,32.97,76.8,15.29,80.0,164.87,198.83,0.83
0,77,ETHBUSDPerp,240,6,-40.63,-0.04,0.12,3,10,23.08,45.63,76.8,17.75,80.0,136.88,177.51,0.77
0,78,ETHBUSDPerp,360,1,-29.82,-0.03,0.07,1,3,25.0,28.6,28.6,19.47,38.29,28.6,58.42,0.49
0,79,ETHBUSDPerp,360,2,-17.92,-0.02,0.07,1,2,33.33,28.6,28.6,23.26,38.29,28.6,46.52,0.61
0,80,ETHBUSDPerp,360,3,-136.78,-0.14,0.15,13,30,30.23,25.44,65.79,15.58,43.94,330.69,467.48,0.71
0,81,ETHBUSDPerp,360,4,-63.14,-0.06,0.08,6,15,28.57,24.5,44.79,14.01,43.7,146.99,210.13,0.7
0,82,ETHBUSDPerp,360,5,-72.39,-0.07,0.1,1,5,16.67,28.6,28.6,20.2,38.29,28.6,100.99,0.28
0,83,ETHBUSDPerp,360,6,-60.49,-0.06,0.08,1,4,20.0,28.6,28.6,22.27,38.29,28.6,89.09,0.32
0,84,BNBBUSDPerp,5,1,-116.83,-0.12,0.12,64,195,24.71,1.85,7.97,1.21,4.71,118.69,235.52,0.5
0,85,BNBBUSDPerp,5,2,-44.25,-0.04,0.04,27,92,22.69,2.45,7.97,1.2,4.09,66.08,110.34,0.6
0,86,BNBBUSDPerp,5,3,-591.1,-0.59,0.59,272,832,24.64,2.23,22.42,1.44,8.38,605.75,1196.85,0.51
0,87,BNBBUSDPerp,5,4,-363.64,-0.36,0.36,143,445,24.32,2.21,21.25,1.53,8.39,316.09,679.73,0.47
0,88,BNBBUSDPerp,5,5,-159.13,-0.16,0.16,78,245,24.15,1.7,7.85,1.19,6.26,132.84,291.97,0.45
0,89,BNBBUSDPerp,5,6,-68.97,-0.07,0.07,36,120,23.08,2.21,7.85,1.24,6.27,79.51,148.47,0.54
0,90,BNBBUSDPerp,15,1,-104.49,-0.1,0.11,69,181,27.6,4.83,31.84,2.42,15.46,333.13,437.61,0.76
0,91,BNBBUSDPerp,15,2,-105.72,-0.11,0.12,22,100,18.03,5.84,21.4,2.34,15.46,128.49,234.21,0.55
0,92,BNBBUSDPerp,15,3,-421.95,-0.42,0.54,347,741,31.89,5.27,70.44,3.04,26.93,1828.48,2250.43,0.81
0,93,BNBBUSDPerp,15,4,-153.11,-0.15,0.25,170,313,35.2,4.73,17.75,3.06,27.0,803.54,956.64,0.84
0,94,BNBBUSDPerp,15,5,-87.55,-0.09,0.09,91,224,28.89,4.84,31.84,2.36,15.46,440.55,528.1,0.83
0,95,BNBBUSDPerp,15,6,-94.15,-0.09,0.1,31,120,20.53,5.87,23.38,2.3,15.46,181.93,276.07,0.66
0,96,BNBBUSDPerp,30,1,-40.72,-0.04,0.07,40,88,31.25,8.35,27.5,4.26,26.17,333.98,374.7,0.89
0,97,BNBBUSDPerp,30,2,-104.28,-0.1,0.12,18,49,26.87,7.48,26.39,4.88,26.16,134.64,238.92,0.56
0,98,BNBBUSDPerp,30,3,-719.72,-0.72,0.73,148,442,25.08,7.45,44.83,4.12,23.94,1102.06,1821.79,0.6
0,99,BNBBUSDPerp,30,4,-384.11,-0.38,0.4,47,204,18.73,7.98,44.97,3.72,16.55,375.21,759.32,0.49
0,100,BNBBUSDPerp,30,5,-72.38,-0.07,0.11,53,112,32.12,7.45,33.47,4.17,32.33,394.81,467.19,0.85
0,101,BNBBUSDPerp,30,6,-91.35,-0.09,0.12,24,58,29.27,6.82,29.46,4.4,26.16,163.68,255.03,0.64
0,102,BNBBUSDPerp,60,1,-57.02,-0.06,0.12,13,30,30.23,9.35,23.63,5.95,32.46,121.51,178.52,0.68
0,103,BNBBUSDPerp,60,2,-8.47,-0.01,0.07,10,20,33.33,9.4,23.63,5.13,32.48,94.04,102.52,0.92
0,104,BNBBUSDPerp,60,3,-103.93,-0.1,0.22,85,197,30.14,11.99,42.92,5.7,38.02,1018.93,1122.86,0.91
0,105,BNBBUSDPerp,60,4,-89.94,-0.09,0.13,25,64,28.09,11.19,21.21,5.78,37.99,279.81,369.74,0.76
0,106,BNBBUSDPerp,60,5,-115.01,-0.12,0.15,15,43,25.86,8.83,23.63,5.75,32.45,132.42,247.42,0.54
0,107,BNBBUSDPerp,60,6,-30.76,-0.03,0.07,12,27,30.77,9.02,23.63,5.15,32.47,108.19,138.95,0.78
0,108,BNBBUSDPerp,120,1,-50.38,-0.05,0.12,8,17,32.0,13.64,41.6,9.38,44.81,109.13,159.51,0.68
0,109,BNBBUSDPerp,120,2,-45.19,-0.05,0.11,7,14,33.33,14.21,41.6,10.34,44.81,99.5,144.69,0.69
0,110,BNBBUSDPerp,120,3,-101.19,-0.1,0.22,32,83,27.83,15.96,43.25,7.37,48.48,510.59,611.78,0.83
0,111,BNBBUSDPerp,120,4,-15.99,-0.02,0.08,10,27,27.03,16.5,34.26,6.7,21.76,164.98,180.96,0.91
0,112,BNBBUSDPerp,120,5,-8.51,-0.01,0.12,14,22,38.89,14.16,41.61,9.4,44.81,198.29,206.79,0.96
0,113,BNBBUSDPerp,120,6,-8.78,-0.01,0.09,10,18,35.71,17.41,41.61,10.16,44.81,174.14,182.92,0.95
0,114,BNBBUSDPerp,240,1,35.68,0.04,0.03,3,1,75.0,16.2,25.74,12.91,12.91,48.59,12.91,3.76
0,115,BNBBUSDPerp,240,2,35.68,0.04,0.03,3,1,75.0,16.2,25.74,12.91,12.91,48.59,12.91,3.76
0,116,BNBBUSDPerp,240,3,67.04,0.07,0.11,21,43,32.81,20.63,40.85,8.52,24.74,433.19,366.15,1.18
0,117,BNBBUSDPerp,240,4,-57.78,-0.06,0.1,5,18,21.74,18.4,32.13,8.32,24.75,92.0,149.78,0.61
0,118,BNBBUSDPerp,240,5,-0.8,-0.0,0.07,3,4,42.86,16.2,25.74,12.35,27.81,48.59,49.39,0.98
0,119,BNBBUSDPerp,240,6,-0.8,-0.0,0.07,3,4,42.86,16.2,25.74,12.35,27.81,48.59,49.39,0.98
0,120,BNBBUSDPerp,360,1,161.81,0.16,0.03,3,1,75.0,59.19,116.05,15.75,15.75,177.56,15.75,11.27
0,121,BNBBUSDPerp,360,2,161.81,0.16,0.03,3,1,75.0,59.19,116.05,15.75,15.75,177.56,15.75,11.27
0,122,BNBBUSDPerp,360,3,-82.91,-0.08,0.24,11,22,33.33,23.31,60.02,15.42,47.08,256.43,339.34,0.76
0,123,BNBBUSDPerp,360,4,-29.6,-0.03,0.07,4,8,33.33,23.56,42.63,15.48,27.3,94.24,123.85,0.76
0,124,BNBBUSDPerp,360,5,184.15,0.18,0.03,4,1,80.0,49.98,116.08,15.76,15.76,199.9,15.76,12.68
0,125,BNBBUSDPerp,360,6,184.15,0.18,0.03,4,1,80.0,49.98,116.08,15.76,15.76,199.9,15.76,12.68
0,126,ADABUSDPerp,5,1,-151.34,-0.15,0.16,58,193,23.11,2.59,22.01,1.56,13.77,150.03,301.37,0.5
0,127,ADABUSDPerp,5,2,-27.74,-0.03,0.03,17,47,26.56,1.99,5.97,1.31,4.44,33.89,61.63,0.55
0,128,ADABUSDPerp,5,3,-822.95,-0.82,0.83,278,780,26.28,2.38,37.69,1.9,15.0,662.55,1485.5,0.45
0,129,ADABUSDPerp,5,4,-263.65,-0.26,0.27,80,233,25.56,2.16,9.2,1.87,6.69,172.84,436.49,0.4
0,130,ADABUSDPerp,5,5,-151.3,-0.15,0.17,74,234,24.03,2.94,27.52,1.58,13.77,217.56,368.86,0.59
0,131,ADABUSDPerp,5,6,13.71,0.01,0.03,25,57,30.49,3.54,15.97,1.31,3.86,88.4,74.69,1.18
0,132,ADABUSDPerp,15,1,-129.95,-0.13,0.14,46,137,25.14,6.32,48.23,3.07,16.26,290.69,420.65,0.69
0,133,ADABUSDPerp,15,2,-59.21,-0.06,0.07,10,30,25.0,3.99,11.1,3.3,12.14,39.89,99.1,0.4
0,134,ADABUSDPerp,15,3,-837.74,-0.84,0.86,318,740,30.06,6.8,48.18,4.05,46.56,2161.25,2998.99,0.72
0,135,ADABUSDPerp,15,4,-97.19,-0.1,0.11,43,97,30.71,5.86,32.44,3.6,18.53,251.95,349.14,0.72
0,136,ADABUSDPerp,15,5,-198.64,-0.2,0.21,58,183,24.07,6.1,61.98,3.02,16.26,353.8,552.44,0.64
0,137,ADABUSDPerp,15,6,-76.59,-0.08,0.09,11,36,23.4,3.63,11.1,3.24,12.14,39.98,116.57,0.34
0,138,ADABUSDPerp,30,1,-42.45,-0.04,0.08,21,52,28.77,8.6,30.07,4.29,17.78,180.67,223.12,0.81
0,139,ADABUSDPerp,30,2,-23.01,-0.02,0.03,4,10,28.57,1.78,6.18,3.01,9.07,7.13,30.13,0.24
0,140,ADABUSDPerp,30,3,-249.92,-0.25,0.32,164,358,31.42,10.0,81.4,5.28,41.41,1639.91,1889.83,0.87
0,141,ADABUSDPerp,30,4,-145.62,-0.15,0.15,19,59,24.36,7.51,29.76,4.89,20.89,142.74,288.36,0.5
0,142,ADABUSDPerp,30,5,-26.66,-0.03,0.1,28,70,28.57,10.96,57.89,4.76,24.13,306.8,333.46,0.92
0,143,ADABUSDPerp,30,6,-37.71,-0.04,0.04,4,14,22.22,1.78,6.18,3.2,9.07,7.13,44.84,0.16
0,144,ADABUSDPerp,60,1,-68.21,-0.07,0.09,11,23,32.35,8.68,21.65,7.12,30.41,95.45,163.66,0.58
0,145,ADABUSDPerp,60,2,-53.22,-0.05,0.07,2,8,20.0,5.2,9.74,7.95,30.42,10.4,63.62,0.16
0,146,ADABUSDPerp,60,3,47.92,0.05,0.19,83,196,29.75,14.49,71.04,5.89,24.28,1202.95,1155.03,1.04
0,147,ADABUSDPerp,60,4,-28.28,-0.03,0.05,7,22,24.14,11.86,21.92,5.06,19.27,83.02,111.3,0.75
0,148,ADABUSDPerp,60,5,-134.52,-0.13,0.14,12,33,26.67,7.39,21.63,6.76,30.39,88.66,223.18,0.4
0,149,ADABUSDPerp,60,6,-89.92,-0.09,0.1,1,11,8.33,0.66,0.66,8.24,30.41,0.66,90.59,0.01
0,150,ADABUSDPerp,120,1,-7.74,-0.01,0.05,5,4,55.56,7.76,9.59,11.64,19.31,38.8,46.55,0.83
0,151,ADABUSDPerp,120,2,-6.03,-0.01,0.04,3,2,60.0,8.53,9.59,15.81,19.31,25.59,31.62,0.81
0,152,ADABUSDPerp,120,3,-51.2,-0.05,0.27,35,78,30.97,22.41,90.18,10.71,35.22,784.48,835.67,0.94
0,153,ADABUSDPerp,120,4,-89.6,-0.09,0.09,1,8,11.11,16.87,16.87,13.31,25.17,16.87,106.46,0.16
0,154,ADABUSDPerp,120,5,5.57,0.01,0.06,7,6,53.85,9.62,27.93,10.3,19.3,67.37,61.8,1.09
0,155,ADABUSDPerp,120,6,21.9,0.02,0.04,4,2,66.67,13.38,27.93,15.81,19.31,53.52,31.62,1.69
0,156,ADABUSDPerp,240,1,-6.43,-0.01,0.02,1,2,33.33,7.78,7.78,7.11,9.51,7.78,14.21,0.55
0,157,ADABUSDPerp,240,2,-6.43,-0.01,0.02,1,2,33.33,7.78,7.78,7.11,9.51,7.78,14.21,0.55
0,158,ADABUSDPerp,240,3,114.95,0.11,0.09,16,30,34.78,28.68,72.8,11.46,40.94,458.89,343.94,1.33
0,159,ADABUSDPerp,240,4,-39.32,-0.04,0.05,2,7,22.22,20.03,27.35,11.34,23.72,40.05,79.37,0.5
0,160,ADABUSDPerp,240,5,-38.16,-0.04,0.04,3,4,42.86,6.57,11.56,14.47,24.22,19.71,57.88,0.34
0,161,ADABUSDPerp,240,6,-38.54,-0.04,0.04,2,4,33.33,9.67,11.56,14.47,24.22,19.34,57.88,0.33
0,162,ADABUSDPerp,360,1,-57.77,-0.06,0.06,0,4,0.0,0.0,0.0,14.44,25.64,0.0,57.77,0.0
0,163,ADABUSDPerp,360,2,-13.82,-0.01,0.01,0,1,0.0,0.0,0.0,13.82,13.82,0.0,13.82,0.0
0,164,ADABUSDPerp,360,3,46.13,0.05,0.1,12,12,50.0,23.75,57.21,19.91,40.83,285.01,238.88,1.19
0,165,ADABUSDPerp,360,4,-74.13,-0.07,0.07,2,5,28.57,23.48,38.18,24.22,40.78,46.97,121.1,0.39
0,166,ADABUSDPerp,360,5,-57.77,-0.06,0.06,0,4,0.0,0.0,0.0,14.44,25.64,0.0,57.77,0.0
0,167,ADABUSDPerp,360,6,-13.82,-0.01,0.01,0,1,0.0,0.0,0.0,13.82,13.82,0.0,13.82,0.0
0,168,XRPBUSDPerp,5,1,-187.69,-0.19,0.2,47,184,20.35,3.26,19.02,1.85,16.37,153.29,340.99,0.45
0,169,XRPBUSDPerp,5,2,-102.3,-0.1,0.11,20,89,18.35,3.84,19.02,2.01,16.37,76.83,179.13,0.43
0,170,XRPBUSDPerp,5,3,-602.36,-0.6,0.66,303,765,28.37,2.96,32.99,1.96,10.34,896.47,1498.83,0.6
0,171,XRPBUSDPerp,5,4,-303.26,-0.3,0.35,147,394,27.17,3.65,32.99,2.13,10.33,536.89,840.14,0.64
0,172,XRPBUSDPerp,5,5,-241.28,-0.24,0.25,62,231,21.16,3.08,10.88,1.87,18.66,190.79,432.07,0.44
0,173,XRPBUSDPerp,5,6,-141.28,-0.14,0.15,28,107,20.74,2.84,10.88,2.06,18.66,79.38,220.66,0.36
0,174,XRPBUSDPerp,15,1,-119.2,-0.12,0.13,57,135,29.69,4.57,33.6,2.81,15.44,260.45,379.65,0.69
0,175,XRPBUSDPerp,15,2,-6.74,-0.01,0.03,13,34,27.66,6.3,13.73,2.61,8.65,81.9,88.64,0.92
0,176,XRPBUSDPerp,15,3,-779.13,-0.78,0.79,320,721,30.74,5.29,48.64,3.43,30.27,1692.81,2471.94,0.68
0,177,XRPBUSDPerp,15,4,-144.35,-0.14,0.15,79,170,31.73,5.74,48.9,3.52,30.43,453.55,597.91,0.76
0,178,XRPBUSDPerp,15,5,-151.98,-0.15,0.2,71,167,29.83,4.45,33.6,2.8,16.19,316.09,468.07,0.68
0,179,XRPBUSDPerp,15,6,-4.33,-0.0,0.03,18,45,28.57,5.33,13.52,2.23,8.65,95.86,100.2,0.96
0,180,XRPBUSDPerp,30,1,-127.27,-0.13,0.15,18,56,24.32,6.5,23.1,4.36,27.95,117.02,244.29,0.48
0,181,XRPBUSDPerp,30,2,4.55,0.0,0.05,11,17,39.29,8.66,23.12,5.34,27.98,95.31,90.76,1.05
0,182,XRPBUSDPerp,30,3,-707.67,-0.71,0.72,131,380,25.64,8.9,58.3,4.93,30.07,1166.06,1873.73,0.62
0,183,XRPBUSDPerp,30,4,-112.0,-0.11,0.13,29,86,25.22,8.86,55.93,4.29,23.54,257.01,369.01,0.7
0,184,XRPBUSDPerp,30,5,-142.23,-0.14,0.17,25,79,24.04,8.24,41.4,4.41,27.96,205.9,348.14,0.59
0,185,XRPBUSDPerp,30,6,-20.23,-0.02,0.05,13,25,34.21,8.88,30.46,5.42,27.98,115.38,135.61,0.85
0,186,XRPBUSDPerp,60,1,-30.13,-0.03,0.07,11,35,23.91,11.78,33.78,4.56,21.58,129.59,159.72,0.81
0,187,XRPBUSDPerp,60,2,-50.28,-0.05,0.05,3,14,17.65,4.61,6.28,4.58,19.58,13.82,64.1,0.22
0,188,XRPBUSDPerp,60,3,-359.74,-0.36,0.42,77,213,26.55,13.23,59.35,6.47,30.79,1019.06,1378.8,0.74
0,189,XRPBUSDPerp,60,4,-49.04,-0.05,0.09,19,48,28.36,13.77,43.4,6.47,20.22,261.59,310.62,0.84
0,190,XRPBUSDPerp,60,5,-62.44,-0.06,0.08,12,44,21.43,12.13,41.35,4.73,21.58,145.53,207.97,0.7
0,191,XRPBUSDPerp,60,6,-61.13,-0.06,0.06,4,18,18.18,3.57,6.28,4.19,19.58,14.27,75.4,0.19
0,192,XRPBUSDPerp,120,1,-87.61,-0.09,0.1,4,15,21.05,16.67,33.63,10.29,24.23,66.7,154.31,0.43
0,193,XRPBUSDPerp,120,2,-21.48,-0.02,0.05,2,4,33.33,18.05,33.65,14.39,24.24,36.1,57.57,0.63
0,194,XRPBUSDPerp,120,3,182.77,0.18,0.11,40,79,33.61,20.09,94.96,7.86,34.36,803.69,620.92,1.29
0,195,XRPBUSDPerp,120,4,-43.08,-0.04,0.08,6,18,25.0,14.66,35.88,7.28,19.11,87.95,131.03,0.67
0,196,XRPBUSDPerp,120,5,-95.5,-0.1,0.13,4,21,16.0,21.42,52.61,8.63,24.22,85.67,181.17,0.47
0,197,XRPBUSDPerp,120,6,-5.21,-0.01,0.05,2,5,28.57,27.55,52.65,12.06,24.24,55.1,60.31,0.91
0,198,XRPBUSDPerp,240,1,-22.15,-0.02,0.06,2,5,28.57,21.31,31.92,12.95,37.82,42.62,64.76,0.66
0,199,XRPBUSDPerp,240,2,-58.87,-0.06,0.06,0,4,0.0,0.0,0.0,14.72,37.82,0.0,58.87,0.0
0,200,XRPBUSDPerp,240,3,46.23,0.05,0.1,14,25,35.9,30.45,85.69,15.2,32.1,426.33,380.09,1.12
