,totals,symbol,tf,variation,netprofit,profit_percent(%),MDD(%),win trades,loss trades,winrate,W.Avg,W.Max,L.Avg,L.Max,GrossProfit,GrossLoss,ProfitFactor
0,30,BNBBUSDPerp,15,1,-2481.83,-2.48,2.49,1432,2710,34.57,5.09,61.19,3.61,117.97,7295.3,9777.13,0.75
0,31,BNBBUSDPerp,15,2,-2679.03,-2.68,2.69,1563,2857,35.36,4.72,53.6,3.52,117.66,7370.79,10049.82,0.73
0,32,BNBBUSDPerp,30,1,-1257.14,-1.26,1.28,831,1495,35.73,7.75,123.58,5.15,47.46,6439.86,7697.0,0.84
0,33,BNBBUSDPerp,30,2,-1343.86,-1.34,1.37,911,1563,36.82,7.16,123.44,5.03,47.41,6520.4,7864.26,0.83
0,34,BNBBUSDPerp,60,1,-246.97,-0.25,0.36,439,714,38.07,11.4,130.29,7.35,69.86,5002.52,5249.49,0.95
0,35,BNBBUSDPerp,60,2,-440.68,-0.44,0.47,475,757,38.56,10.38,130.08,7.09,69.87,4928.26,5368.94,0.92
0,36,BNBBUSDPerp,120,1,-40.59,-0.04,0.44,239,353,40.37,14.56,85.08,9.97,83.71,3479.59,3520.18,0.99
0,37,BNBBUSDPerp,120,2,-159.21,-0.16,0.5,259,375,40.85,13.34,85.06,9.64,83.73,3454.97,3614.19,0.96
0,38,BNBBUSDPerp,240,1,-585.31,-0.59,0.78,128,201,38.91,18.97,82.52,14.99,76.85,2428.62,3013.93,0.81
0,39,BNBBUSDPerp,240,2,-437.4,-0.44,0.66,139,211,39.71,17.99,82.64,13.92,76.95,2500.61,2938.0,0.85
0,40,BNBBUSDPerp,360,1,-209.8,-0.21,0.57,82,131,38.5,25.99,93.29,17.87,133.11,2131.55,2341.35,0.91
0,41,BNBBUSDPerp,360,2,-186.06,-0.19,0.54,89,133,40.09,24.06,93.32,17.5,133.14,2141.4,2327.46,0.92
0,42,ADABUSDPerp,5,1,-2619.9,-2.62,2.67,1399,3064,31.35,2.89,38.27,2.17,24.27,4041.59,6661.49,0.61
0,43,ADABUSDPerp,5,2,-2814.24,-2.81,2.89,1494,3231,31.62,2.7,38.25,2.12,24.25,4037.73,6851.96,0.59
0,44,ADABUSDPerp,15,1,-1489.45,-1.49,1.65,1712,2767,38.22,6.43,90.33,4.52,51.41,11012.07,12501.51,0.88
0,45,ADABUSDPerp,15,2,-1708.21,-1.71,1.87,1872,2898,39.25,5.95,90.31,4.43,51.37,11139.47,12847.68,0.87
0,46,ADABUSDPerp,30,1,-949.82,-0.95,1.29,994,1479,40.19,9.21,167.69,6.83,62.93,9152.54,10102.36,0.91
0,47,ADABUSDPerp,30,2,-1031.49,-1.03,1.4,1061,1558,40.51,8.71,167.61,6.6,62.91,9244.97,10276.46,0.9
0,48,ADABUSDPerp,60,1,-234.68,-0.23,0.6,501,730,40.7,13.03,86.46,9.26,74.16,6525.79,6760.47,0.97
0,49,ADABUSDPerp,60,2,64.98,0.06,0.66,563,770,42.24,12.31,83.78,8.92,74.4,6929.64,6864.67,1.01
0,50,ADABUSDPerp,120,1,190.56,0.19,0.6,274,383,41.7,19.27,104.88,13.29,72.84,5279.35,5088.79,1.04
0,51,ADABUSDPerp,120,2,163.39,0.16,0.58,310,392,44.16,17.52,104.96,13.44,72.88,5432.35,5268.96,1.03
0,52,ADABUSDPerp,240,1,303.53,0.3,0.43,157,192,44.99,25.01,144.18,18.87,119.63,3926.03,3622.5,1.08
0,53,ADABUSDPerp,240,2,249.22,0.25,0.45,176,213,45.24,23.33,120.28,18.11,119.46,4106.29,3857.07,1.06
0,54,ADABUSDPerp,360,1,915.66,0.92,0.36,110,125,46.81,33.52,226.31,22.17,127.7,3687.05,2771.4,1.33
0,55,ADABUSDPerp,360,2,416.63,0.42,0.49,111,134,45.31,31.81,225.91,23.24,127.16,3530.73,3114.1,1.13
0,56,XRPBUSDPerp,5,1,-2477.93,-2.48,2.54,1327,3024,30.5,3.16,58.28,2.21,44.0,4192.16,6670.09,0.63
0,57,XRPBUSDPerp,5,2,-2760.53,-2.76,2.81,1441,3175,31.22,2.85,43.62,2.16,44.0,4106.6,6867.13,0.6
0,58,XRPBUSDPerp,15,1,-2444.69,-2.44,2.45,1510,2849,34.64,6.12,97.76,4.1,43.53,9245.44,11690.13,0.79
0,59,XRPBUSDPerp,15,2,-2526.04,-2.53,2.54,1657,2992,35.64,5.65,97.77,3.97,48.74,9361.17,11887.21,0.79
0,60,XRPBUSDPerp,30,1,-1898.96,-1.9,2.03,835,1549,35.03,8.8,78.1,5.97,57.77,7351.58,9250.54,0.79
0,61,XRPBUSDPerp,30,2,-2307.64,-2.31,2.43,912,1639,35.75,7.98,78.08,5.85,54.83,7275.22,9582.86,0.76
0,62,XRPBUSDPerp,60,1,-384.24,-0.38,0.66,452,758,37.36,12.63,148.29,8.04,107.89,5709.39,6093.64,0.94
0,63,XRPBUSDPerp,60,2,-376.93,-0.38,0.62,503,791,38.87,11.1,148.13,7.54,106.32,5585.26,5962.19,0.94
0,64,XRPBUSDPerp,120,1,-97.09,-0.1,0.47,264,378,41.12,15.63,115.57,11.18,120.0,4127.06,4224.16,0.98
0,65,XRPBUSDPerp,120,2,-18.42,-0.02,0.44,281,397,41.45,14.88,115.57,10.58,120.02,4180.84,4199.25,1.0
0,66,XRPBUSDPerp,240,1,-646.53,-0.65,0.82,130,210,38.24,21.71,114.69,16.52,93.49,2822.41,3468.93,0.81
0,67,XRPBUSDPerp,240,2,-689.66,-0.69,0.93,138,223,38.23,21.04,114.75,16.11,93.56,2903.48,3593.14,0.81
0,68,XRPBUSDPerp,360,1,124.61,0.12,0.35,89,123,41.98,28.47,187.13,19.59,79.88,2533.7,2409.09,1.05
0,69,XRPBUSDPerp,360,2,-128.09,-0.13,0.51,99,132,42.86,23.68,96.64,18.73,61.01,2343.97,2472.06,0.95
0,70,LDOBUSDPerp,5,1,-2764.44,-2.76,2.77,1589,2832,35.94,5.0,64.37,3.78,77.66,7948.19,10712.62,0.74
0,71,LDOBUSDPerp,5,2,-2840.85,-2.84,2.86,1755,2966,37.17,4.58,53.85,3.67,77.46,8040.97,10881.82,0.74
0,72,LDOBUSDPerp,15,1,-1785.86,-1.79,1.93,760,1204,38.7,8.89,84.58,7.1,72.07,6759.7,8545.56,0.79
0,73,LDOBUSDPerp,15,2,-1686.85,-1.69,1.81,849,1253,40.39,8.28,71.27,6.96,72.13,7033.67,8720.52,0.81
0,74,LDOBUSDPerp,30,1,228.94,0.23,0.65,394,565,41.08,14.75,146.53,9.88,98.94,5811.52,5582.57,1.04
0,75,LDOBUSDPerp,30,2,-134.93,-0.13,0.76,442,588,42.91,12.77,77.81,9.83,98.94,5643.4,5778.33,0.98
0,76,LDOBUSDPerp,60,1,-90.43,-0.09,0.53,191,274,41.08,19.51,115.69,13.93,95.93,3725.86,3816.29,0.98
0,77,LDOBUSDPerp,60,2,-207.87,-0.21,0.66,214,283,43.06,17.69,115.62,14.11,95.78,3785.77,3993.64,0.95
0,78,LDOBUSDPerp,120,1,-778.55,-0.78,0.89,89,147,37.71,24.78,122.12,20.3,139.44,2205.85,2984.4,0.74
0,79,LDOBUSDPerp,120,2,-595.39,-0.6,0.76,104,151,40.78,23.17,156.64,19.9,139.52,2409.24,3004.63,0.8
0,80,LDOBUSDPerp,240,1,144.45,0.14,0.59,47,63,42.73,41.37,127.28,28.57,190.31,1944.3,1799.85,1.08
0,81,LDOBUSDPerp,240,2,159.54,0.16,0.61,52,64,44.83,39.15,196.95,29.31,204.52,2035.58,1876.04,1.09
0,82,LDOBUSDPerp,360,1,1.64,0.0,0.52,27,39,40.91,45.57,149.89,31.5,134.41,1230.29,1228.65,1.0
0,83,LDOBUSDPerp,360,2,212.63,0.21,0.31,29,41,41.43,45.08,149.89,26.7,88.91,1307.23,1094.6,1.19
0,84,SOLBUSDPerp,5,1,-2256.51,-2.26,2.35,1566,2897,35.09,4.55,119.8,3.24,167.94,7131.37,9387.88,0.76
0,85,SOLBUSDPerp,5,2,-2618.76,-2.62,2.69,1711,3045,35.98,4.16,153.25,3.2,167.51,7118.45,9737.2,0.73
0,86,SOLBUSDPerp,15,1,-1716.88,-1.72,1.81,1767,2752,39.1,8.4,129.61,6.02,129.4,14845.74,16562.62,0.9
0,87,SOLBUSDPerp,15,2,-1618.6,-1.62,1.78,1941,2872,40.33,7.71,123.48,5.78,80.99,14973.86,16592.45,0.9
0,88,SOLBUSDPerp,30,1,-1028.83,-1.03,1.43,995,1461,40.51,11.53,114.33,8.56,133.85,11472.01,12500.84,0.92
0,89,SOLBUSDPerp,30,2,-1064.04,-1.06,1.43,1081,1532,41.37,10.69,114.35,8.24,133.87,11554.2,12618.24,0.92
0,90,SOLBUSDPerp,60,1,635.33,0.64,0.43,486,714,40.5,18.47,195.41,11.68,160.57,8975.92,8340.59,1.08
0,91,SOLBUSDPerp,60,2,932.46,0.93,0.36,537,754,41.6,17.34,195.59,11.11,85.47,9310.82,8378.36,1.11
0,92,SOLBUSDPerp,120,1,-31.46,-0.03,0.56,266,376,41.43,23.19,157.11,16.49,83.46,6167.36,6198.82,0.99
0,93,SOLBUSDPerp,120,2,11.32,0.01,0.57,300,385,43.8,21.4,157.37,16.65,164.4,6420.69,6409.38,1.0
0,94,SOLBUSDPerp,240,1,282.89,0.28,0.52,144,191,42.99,32.14,184.25,22.75,127.62,4628.53,4345.64,1.07
0,95,SOLBUSDPerp,240,2,334.84,0.33,0.62,153,206,42.62,30.53,174.27,21.05,127.94,4670.37,4335.52,1.08
0,96,SOLBUSDPerp,360,1,67.99,0.07,0.55,98,121,44.75,35.93,153.43,28.54,104.8,3521.03,3453.04,1.02
0,97,SOLBUSDPerp,360,2,-28.99,-0.03,0.55,111,122,47.64,30.99,153.23,28.43,106.44,3440.02,3469.01,0.99
0,98,MATICBUSDPerp,5,1,-2444.11,-2.44,2.56,1489,2939,33.63,3.44,57.22,2.58,43.83,5124.99,7569.1,0.68
0,99,MATICBUSDPerp,5,2,-2665.41,-2.67,2.72,1616,3105,34.23,3.16,48.1,2.5,43.76,5104.54,7769.95,0.66
0,100,MATICBUSDPerp,15,1,-638.51,-0.64,0.86,720,1214,37.23,6.7,90.95,4.5,43.19,4827.49,5466.0,0.88
0,101,MATICBUSDPerp,15,2,-656.51,-0.66,0.83,793,1272,38.4,6.17,91.03,4.36,43.21,4890.69,5547.19,0.88
0,102,MATICBUSDPerp,30,1,-413.17,-0.41,0.56,371,572,39.34,8.74,124.3,6.39,45.4,3241.9,3655.07,0.89
0,103,MATICBUSDPerp,30,2,-511.45,-0.51,0.68,402,586,40.69,7.98,124.21,6.35,45.4,3208.04,3719.5,0.86
0,104,MATICBUSDPerp,60,1,105.82,0.11,0.35,181,275,39.69,12.48,81.18,7.83,36.63,2258.0,2152.18,1.05
0,105,MATICBUSDPerp,60,2,52.81,0.05,0.3,194,292,39.92,11.79,81.2,7.65,36.64,2287.03,2234.22,1.02
0,106,MATICBUSDPerp,120,1,-442.69,-0.44,0.62,95,142,40.08,15.03,67.63,13.17,91.16,1427.72,1870.4,0.76
0,107,MATICBUSDPerp,120,2,-639.93,-0.64,0.74,102,151,40.32,13.1,71.36,13.09,93.32,1336.27,1976.21,0.68
0,108,MATICBUSDPerp,240,1,172.87,0.17,0.27,43,59,42.16,24.51,113.18,14.93,58.34,1053.96,881.09,1.2
0,109,MATICBUSDPerp,240,2,70.09,0.07,0.27,51,60,45.95,20.07,57.64,15.89,97.96,1023.78,953.69,1.07
0,110,MATICBUSDPerp,360,1,-53.56,-0.05,0.34,23,31,42.59,25.85,64.27,20.91,70.98,594.52,648.08,0.92
0,111,MATICBUSDPerp,360,2,-258.87,-0.26,0.38,23,38,37.7,22.44,59.74,20.39,70.9,516.07,774.94,0.67
0,112,DOGEBUSDPerp,5,1,-2901.37,-2.9,2.93,1355,2947,31.5,3.65,54.98,2.66,50.37,4940.03,7841.4,0.63
0,113,DOGEBUSDPerp,5,2,-3182.96,-3.18,3.2,1488,3096,32.46,3.24,54.96,2.59,50.38,4823.06,8006.02,0.6
0,114,DOGEBUSDPerp,15,1,-2181.64,-2.18,2.3,1574,2769,36.24,6.97,77.34,4.75,75.2,10977.41,13159.06,0.83
0,115,DOGEBUSDPerp,15,2,-2534.67,-2.53,2.62,1705,2896,37.06,6.36,77.08,4.62,75.18,10836.92,13371.59,0.81
0,116,DOGEBUSDPerp,30,1,-721.81,-0.72,1.11,896,1464,37.97,10.38,132.86,6.85,172.26,9304.36,10026.17,0.93
0,117,DOGEBUSDPerp,30,2,-945.5,-0.95,1.23,976,1528,38.98,9.56,132.59,6.73,172.11,9335.42,10280.92,0.91
0,118,DOGEBUSDPerp,60,1,90.49,0.09,0.38,479,738,39.36,14.79,183.39,9.48,166.94,7084.09,6993.6,1.01
0,119,DOGEBUSDPerp,60,2,-47.09,-0.05,0.48,536,778,40.79,13.21,183.4,9.16,166.8,7079.54,7126.63,0.99
0,120,DOGEBUSDPerp,120,1,-345.97,-0.35,0.9,248,390,38.87,19.45,117.94,13.26,202.55,4824.66,5170.63,0.93
0,121,DOGEBUSDPerp,120,2,-576.1,-0.58,1.04,262,411,38.93,18.42,117.75,13.14,202.31,4825.2,5401.31,0.89
0,122,DOGEBUSDPerp,240,1,-89.02,-0.09,0.6,126,197,39.01,26.12,128.35,17.16,162.58,3291.57,3380.59,0.97
0,123,DOGEBUSDPerp,240,2,-182.67,-0.18,0.74,134,209,39.07,24.37,128.28,16.5,165.93,3265.33,3448.0,0.95
0,124,DOGEBUSDPerp,360,1,162.6,0.16,1.01,94,117,44.55,34.56,192.76,26.37,343.17,3248.31,3085.71,1.05
0,125,DOGEBUSDPerp,360,2,730.44,0.73,0.69,100,127,44.05,35.0,192.46,21.81,130.15,3499.86,2769.42,1.26
0,126,SANDBUSDPerp,5,1,-2773.98,-2.77,2.85,1517,2970,33.81,3.65,40.8,2.8,49.44,5529.92,8303.9,0.67
0,127,SANDBUSDPerp,5,2,-2945.4,-2.95,3.02,1659,3116,34.74,3.35,40.8,2.73,49.36,5557.06,8502.46,0.65
0,128,SANDBUSDPerp,15,1,-1004.66,-1.0,1.1,775,1355,36.38,7.04,74.59,4.77,53.14,5452.19,6456.85,0.84
0,129,SANDBUSDPerp,15,2,-1031.38,-1.03,1.13,849,1417,37.47,6.44,74.53,4.59,53.13,5471.06,6502.43,0.84
0,130,SANDBUSDPerp,30,1,-601.16,-0.6,0.86,392,687,36.33,9.48,103.37,6.29,48.5,3717.7,4318.86,0.86
0,131,SANDBUSDPerp,30,2,-714.19,-0.71,1.02,429,712,37.6,8.64,92.67,6.21,48.44,3705.75,4419.94,0.84
0,132,SANDBUSDPerp,60,1,-240.56,-0.24,0.64,207,347,37.36,13.08,99.66,8.49,51.62,2706.66,2947.22,0.92
0,133,SANDBUSDPerp,60,2,-356.38,-0.36,0.79,227,361,38.61,12.01,99.53,8.54,60.79,2725.57,3081.95,0.88
0,134,SANDBUSDPerp,120,1,-379.57,-0.38,0.45,117,177,39.8,16.21,74.56,12.86,184.85,1896.51,2276.08,0.83
0,135,SANDBUSDPerp,120,2,-312.72,-0.31,0.43,130,182,41.67,15.1,65.91,12.5,184.87,1962.77,2275.49,0.86
0,136,SANDBUSDPerp,240,1,197.89,0.2,0.16,55,79,41.04,28.17,133.03,17.11,75.68,1549.35,1351.46,1.15
0,137,SANDBUSDPerp,240,2,118.69,0.12,0.17,59,86,40.69,25.75,132.99,16.28,75.65,1518.99,1400.3,1.08
0,138,SANDBUSDPerp,360,1,507.93,0.51,0.23,40,42,48.78,33.37,115.51,19.69,69.12,1334.98,827.06,1.61
0,139,SANDBUSDPerp,360,2,573.27,0.57,0.23,45,44,50.56,30.89,90.04,18.56,69.15,1389.96,816.68,1.7
