,totals,symbol,tf,variation,netprofit,profit_percent(%),MDD(%),win trades,loss trades,winrate,W.Avg,W.Max,L.Avg,L.Max,GrossProfit,GrossLoss,ProfitFactor
0,55,ETHBUSDPerp,360,4,-70.65,-0.07,0.5,134,168,44.37,21.95,205.79,17.92,87.96,2940.66,3011.31,0.98
0,56,BNBBUSDPerp,5,1,-4215.76,-4.22,4.22,2053,5111,28.66,1.96,64.78,1.61,21.87,4022.94,8238.7,0.49
0,57,BNBBUSDPerp,5,2,-4333.43,-4.33,4.34,2150,5237,29.11,1.89,64.75,1.6,21.86,4053.46,8386.89,0.48
0,58,BNBBUSDPerp,5,3,-4198.03,-4.2,4.2,2052,5096,28.71,1.96,64.78,1.61,21.87,4012.39,8210.42,0.49
0,59,BNBBUSDPerp,5,4,-4315.81,-4.32,4.32,2150,5221,29.17,1.88,64.75,1.6,21.86,4042.25,8358.06,0.48
0,60,BNBBUSDPerp,15,1,-4335.14,-4.34,4.36,2595,4220,38.08,3.71,125.01,3.31,44.64,9617.79,13952.93,0.69
0,61,BNBBUSDPerp,15,2,-4282.68,-4.28,4.34,2711,4390,38.18,3.66,125.13,3.23,44.64,9912.13,14194.81,0.7
0,62,BNBBUSDPerp,15,3,-4280.76,-4.28,4.31,2595,4200,38.19,3.69,125.05,3.3,44.64,9587.22,13867.98,0.69
0,63,BNBBUSDPerp,15,4,-4238.71,-4.24,4.31,2711,4371,38.28,3.64,125.16,3.23,44.64,9877.23,14115.94,0.7
0,64,BNBBUSDPerp,30,1,-2769.9,-2.77,2.77,1515,2280,39.92,5.57,78.56,4.91,64.51,8436.27,11206.17,0.75
0,65,BNBBUSDPerp,30,2,-2741.6,-2.74,2.77,1589,2350,40.34,5.4,74.02,4.82,64.51,8584.54,11326.14,0.76
0,66,BNBBUSDPerp,30,3,-2742.68,-2.74,2.75,1515,2271,40.02,5.54,78.59,4.9,64.51,8385.69,11128.37,0.75
0,67,BNBBUSDPerp,30,4,-2714.41,-2.71,2.74,1589,2341,40.43,5.37,74.05,4.8,64.51,8532.75,11247.16,0.76
0,68,BNBBUSDPerp,60,1,-704.91,-0.7,1.07,740,1049,41.36,8.84,103.41,6.91,64.4,6539.83,7244.74,0.9
0,69,BNBBUSDPerp,60,2,-732.08,-0.73,1.06,771,1076,41.74,8.6,103.39,6.84,64.39,6630.97,7363.06,0.9
0,70,BNBBUSDPerp,60,3,-725.49,-0.73,1.04,740,1046,41.43,8.81,103.39,6.93,64.38,6519.91,7245.41,0.9
0,71,BNBBUSDPerp,60,4,-752.66,-0.75,1.04,771,1073,41.81,8.57,103.36,6.86,64.37,6611.0,7363.66,0.9
0,72,BNBBUSDPerp,120,1,-268.79,-0.27,0.67,411,499,45.16,11.42,108.99,9.94,61.1,4692.43,4961.22,0.95
0,73,BNBBUSDPerp,120,2,-159.73,-0.16,0.57,435,509,46.08,11.1,94.72,9.8,61.09,4827.74,4987.46,0.97
0,74,BNBBUSDPerp,120,3,-288.73,-0.29,0.68,411,498,45.21,11.37,88.92,9.96,61.1,4672.24,4960.97,0.94
0,75,BNBBUSDPerp,120,4,-179.43,-0.18,0.58,435,508,46.13,11.05,74.9,9.82,61.09,4807.78,4987.22,0.96
0,76,BNBBUSDPerp,240,1,-195.95,-0.2,0.77,227,246,47.99,14.21,106.56,13.91,137.26,3225.21,3421.16,0.94
0,77,BNBBUSDPerp,240,2,-193.19,-0.19,0.81,230,256,47.33,14.15,106.62,13.47,137.26,3254.61,3447.8,0.94
0,78,BNBBUSDPerp,240,3,-171.33,-0.17,0.75,227,244,48.2,14.21,106.56,13.92,137.26,3225.57,3396.89,0.95
0,79,BNBBUSDPerp,240,4,-168.57,-0.17,0.79,230,254,47.52,14.15,106.62,13.48,137.26,3254.97,3423.53,0.95
0,80,BNBBUSDPerp,360,1,64.91,0.06,0.5,135,158,46.08,21.16,121.35,17.67,96.09,2856.49,2791.58,1.02
0,81,BNBBUSDPerp,360,2,-19.95,-0.02,0.53,145,164,46.93,19.55,121.35,17.4,96.09,2834.1,2854.05,0.99
0,82,BNBBUSDPerp,360,3,101.53,0.1,0.44,135,157,46.23,21.01,121.35,17.42,96.09,2836.35,2734.82,1.04
0,83,BNBBUSDPerp,360,4,17.13,0.02,0.49,145,163,47.08,19.41,121.35,17.16,96.09,2814.45,2797.31,1.01
0,84,ADABUSDPerp,5,1,-4211.49,-4.21,4.22,2201,4517,32.76,2.25,55.26,2.03,26.88,4946.55,9158.04,0.54
0,85,ADABUSDPerp,5,2,-4235.16,-4.24,4.24,2276,4644,32.89,2.2,54.35,1.99,26.86,5015.77,9250.93,0.54
0,86,ADABUSDPerp,5,3,-4234.56,-4.23,4.24,2201,4502,32.84,2.23,55.24,2.03,26.87,4901.2,9135.76,0.54
0,87,ADABUSDPerp,5,4,-4245.66,-4.25,4.25,2280,4622,33.03,2.18,54.33,1.99,26.86,4970.77,9216.43,0.54
0,88,ADABUSDPerp,15,1,-4053.48,-4.05,4.05,2593,3934,39.73,5.18,96.03,4.44,57.75,13432.39,17485.87,0.77
0,89,ADABUSDPerp,15,2,-4182.27,-4.18,4.18,2708,4050,40.07,5.01,85.14,4.38,57.76,13566.93,17749.19,0.76
0,90,ADABUSDPerp,15,3,-4024.57,-4.02,4.03,2593,3919,39.82,5.17,96.04,4.45,57.76,13414.85,17439.42,0.77
0,91,ADABUSDPerp,15,4,-4153.39,-4.15,4.15,2708,4035,40.16,5.0,85.16,4.39,57.77,13549.46,17702.85,0.77
0,92,ADABUSDPerp,30,1,-2883.39,-2.88,3.12,1497,2149,41.06,7.21,89.44,6.36,56.38,10789.48,13672.87,0.79
0,93,ADABUSDPerp,30,2,-2881.4,-2.88,3.09,1582,2189,41.95,6.86,89.45,6.27,56.4,10847.1,13728.5,0.79
0,94,ADABUSDPerp,30,3,-2855.79,-2.86,3.03,1497,2142,41.14,7.2,89.52,6.37,56.45,10781.97,13637.75,0.79
0,95,ADABUSDPerp,30,4,-2840.58,-2.84,2.99,1581,2180,42.04,6.85,89.52,6.27,56.47,10829.08,13669.66,0.79
0,96,ADABUSDPerp,60,1,-477.16,-0.48,1.23,773,973,44.27,10.69,164.38,8.98,50.49,8263.3,8740.46,0.95
0,97,ADABUSDPerp,60,2,-237.71,-0.24,1.1,813,995,44.97,10.47,143.16,8.79,50.51,8508.28,8746.0,0.97
0,98,ADABUSDPerp,60,3,-337.34,-0.34,1.17,773,965,44.48,10.69,164.49,8.91,50.54,8261.69,8599.03,0.96
0,99,ADABUSDPerp,60,4,-137.89,-0.14,1.05,813,988,45.14,10.45,143.2,8.73,50.54,8492.0,8629.89,0.98
0,100,ADABUSDPerp,120,1,-872.31,-0.87,1.48,340,446,43.26,15.65,133.74,13.89,72.76,5320.66,6192.97,0.86
0,101,ADABUSDPerp,120,2,-1038.66,-1.04,1.64,349,454,43.46,14.84,133.55,13.69,72.76,5178.85,6217.51,0.83
0,102,ADABUSDPerp,120,3,-910.05,-0.91,1.51,340,444,43.37,15.54,133.7,13.95,72.76,5284.85,6194.9,0.85
0,103,ADABUSDPerp,120,4,-1076.05,-1.08,1.68,349,452,43.57,14.74,133.51,13.76,72.76,5143.38,6219.44,0.83
0,104,ADABUSDPerp,240,1,-662.98,-0.66,1.21,155,198,43.91,22.25,244.64,20.77,107.52,3449.42,4112.4,0.84
0,105,ADABUSDPerp,240,2,-722.69,-0.72,1.3,161,204,44.11,21.39,244.64,20.42,107.55,3443.89,4166.58,0.83
0,106,ADABUSDPerp,240,3,-536.02,-0.54,1.08,155,196,44.16,22.27,244.64,20.34,95.02,3451.25,3987.27,0.87
0,107,ADABUSDPerp,240,4,-595.8,-0.6,1.17,161,202,44.35,21.4,244.64,20.01,74.95,3445.72,4041.52,0.85
0,108,ADABUSDPerp,360,1,-669.2,-0.67,1.03,90,131,40.72,26.81,163.86,23.53,95.47,2413.32,3082.53,0.78
0,109,ADABUSDPerp,360,2,-522.67,-0.52,0.85,100,131,43.29,25.34,163.86,23.33,95.58,2533.51,3056.18,0.83
0,110,ADABUSDPerp,360,3,-716.1,-0.72,1.03,90,131,40.72,26.81,163.86,23.89,95.47,2413.29,3129.38,0.77
0,111,ADABUSDPerp,360,4,-569.63,-0.57,0.85,100,131,43.29,25.33,163.86,23.69,95.58,2533.48,3103.11,0.82
0,112,XRPBUSDPerp,5,1,-4080.47,-4.08,4.2,2365,4718,33.39,2.59,64.86,2.17,25.02,6136.18,10216.65,0.6
0,113,XRPBUSDPerp,5,2,-4356.55,-4.36,4.4,2454,4851,33.59,2.5,64.81,2.16,25.81,6136.63,10493.18,0.58
0,114,XRPBUSDPerp,5,3,-4099.44,-4.1,4.22,2363,4702,33.45,2.58,64.86,2.17,25.02,6085.85,10185.29,0.6
0,115,XRPBUSDPerp,5,4,-4379.3,-4.38,4.42,2452,4838,33.64,2.48,64.8,2.16,25.8,6086.25,10465.55,0.58
0,116,XRPBUSDPerp,15,1,-4213.89,-4.21,4.21,2568,4074,38.66,4.62,72.78,3.95,49.31,11862.06,16075.94,0.74
0,117,XRPBUSDPerp,15,2,-4559.98,-4.56,4.6,2654,4206,38.69,4.46,67.73,3.9,49.17,11830.51,16390.49,0.72
0,118,XRPBUSDPerp,15,3,-4193.25,-4.19,4.19,2567,4056,38.76,4.6,72.76,3.94,49.33,11802.82,15996.07,0.74
0,119,XRPBUSDPerp,15,4,-4535.54,-4.54,4.55,2653,4187,38.79,4.43,67.71,3.89,49.18,11765.42,16300.96,0.72
0,120,XRPBUSDPerp,30,1,-3037.18,-3.04,3.24,1494,2199,40.45,6.72,82.78,5.95,46.48,10037.58,13074.76,0.77
0,121,XRPBUSDPerp,30,2,-2971.48,-2.97,3.19,1545,2253,40.68,6.62,82.8,5.86,60.09,10221.45,13192.93,0.77
0,122,XRPBUSDPerp,30,3,-3041.92,-3.04,3.24,1493,2189,40.55,6.67,82.78,5.94,46.48,9952.22,12994.14,0.77
0,123,XRPBUSDPerp,30,4,-2976.2,-2.98,3.19,1544,2243,40.77,6.56,82.79,5.85,60.08,10136.02,13112.23,0.77
0,124,XRPBUSDPerp,60,1,-1226.35,-1.23,1.47,753,1028,42.28,10.11,88.48,8.6,51.94,7613.84,8840.18,0.86
0,125,XRPBUSDPerp,60,2,-1533.85,-1.53,1.7,771,1059,42.13,9.7,88.25,8.51,51.88,7480.9,9014.75,0.83
0,126,XRPBUSDPerp,60,3,-1267.87,-1.27,1.51,753,1026,42.33,10.0,88.52,8.58,51.94,7532.9,8800.77,0.86
0,127,XRPBUSDPerp,60,4,-1584.65,-1.58,1.75,771,1058,42.15,9.6,88.3,8.49,51.89,7399.84,8984.49,0.82
0,128,XRPBUSDPerp,120,1,-1663.22,-1.66,1.83,376,520,41.96,12.33,113.25,12.12,78.78,4637.65,6300.86,0.74
0,129,XRPBUSDPerp,120,2,-1823.46,-1.82,2.0,388,534,42.08,11.7,113.25,11.91,78.8,4537.85,6361.31,0.71
0,130,XRPBUSDPerp,120,3,-1630.7,-1.63,1.8,376,517,42.11,12.33,113.25,12.12,78.78,4635.75,6266.45,0.74
0,131,XRPBUSDPerp,120,4,-1791.0,-1.79,1.96,388,531,42.22,11.69,113.25,11.92,78.8,4535.9,6326.89,0.72
0,132,XRPBUSDPerp,240,1,-531.49,-0.53,0.89,174,214,44.85,18.45,110.45,17.48,119.31,3210.25,3741.75,0.86
0,133,XRPBUSDPerp,240,2,-601.39,-0.6,0.93,175,222,44.08,18.46,110.33,17.26,119.2,3229.83,3831.23,0.84
0,134,XRPBUSDPerp,240,3,-557.59,-0.56,0.91,174,215,44.73,18.45,110.46,17.53,119.31,3210.42,3768.02,0.85
0,135,XRPBUSDPerp,240,4,-627.47,-0.63,0.95,175,223,43.97,18.46,110.34,17.3,119.2,3230.0,3857.48,0.84
0,136,XRPBUSDPerp,360,1,-977.06,-0.98,1.16,110,161,40.59,23.29,119.04,21.98,155.72,2561.48,3538.54,0.72
0,137,XRPBUSDPerp,360,2,-917.94,-0.92,1.13,120,161,42.7,20.82,119.1,21.22,155.72,2498.81,3416.76,0.73
0,138,XRPBUSDPerp,360,3,-908.06,-0.91,1.14,110,159,40.89,23.29,119.09,21.82,155.72,2561.88,3469.94,0.74
0,139,XRPBUSDPerp,360,4,-848.9,-0.85,1.11,120,159,43.01,20.83,119.15,21.06,155.72,2499.18,3348.07,0.75
0,140,LDOBUSDPerp,5,1,-4134.38,-4.13,4.15,2636,4241,38.33,4.66,367.83,3.87,41.35,12281.9,16416.27,0.75
0,141,LDOBUSDPerp,5,2,-4325.84,-4.33,4.34,2722,4359,38.44,4.48,367.43,3.79,41.31,12201.63,16527.47,0.74
0,142,LDOBUSDPerp,5,3,-4155.05,-4.16,4.17,2634,4232,38.36,4.65,367.87,3.87,41.36,12239.8,16394.85,0.75
0,143,LDOBUSDPerp,5,4,-4333.59,-4.33,4.35,2720,4346,38.49,4.47,367.48,3.79,41.31,12153.78,16487.36,0.74
0,144,LDOBUSDPerp,15,1,-1134.53,-1.13,1.43,1135,1651,40.74,9.95,202.09,7.53,57.48,11297.66,12432.19,0.91
0,145,LDOBUSDPerp,15,2,-1084.76,-1.08,1.43,1182,1689,41.17,9.64,202.13,7.39,57.5,11393.4,12478.16,0.91
0,146,LDOBUSDPerp,15,3,-1155.91,-1.16,1.47,1134,1646,40.79,9.91,201.99,7.53,58.72,11239.98,12395.89,0.91
0,147,LDOBUSDPerp,15,4,-1080.14,-1.08,1.45,1181,1683,41.24,9.6,202.09,7.38,58.73,11343.14,12423.28,0.91
0,148,LDOBUSDPerp,30,1,-718.14,-0.72,1.17,575,798,41.88,13.85,112.99,10.88,87.53,7962.96,8681.1,0.92
0,149,LDOBUSDPerp,30,2,-799.89,-0.8,1.15,596,826,41.91,13.42,112.82,10.65,97.63,8000.14,8800.03,0.91
0,150,LDOBUSDPerp,30,3,-732.6,-0.73,1.17,575,796,41.94,13.84,112.98,10.92,87.53,7957.67,8690.27,0.92
0,151,LDOBUSDPerp,30,4,-785.77,-0.79,1.14,596,824,41.97,13.42,112.82,10.66,97.63,7995.36,8781.13,0.91
0,152,LDOBUSDPerp,60,1,-545.97,-0.55,0.73,300,432,40.98,18.56,184.31,14.15,131.86,5567.7,6113.67,0.91
0,153,LDOBUSDPerp,60,2,-439.36,-0.44,0.75,309,439,41.31,18.58,184.52,14.08,131.94,5741.09,6180.45,0.93
0,154,LDOBUSDPerp,60,3,-516.22,-0.52,0.74,300,429,41.15,18.56,184.31,14.18,131.92,5569.1,6085.32,0.92
0,155,LDOBUSDPerp,60,4,-409.57,-0.41,0.72,309,436,41.48,18.58,184.52,14.11,132.0,5742.56,6152.13,0.93
0,156,LDOBUSDPerp,120,1,-481.44,-0.48,0.94,159,232,40.66,26.09,180.21,19.95,108.32,4147.73,4629.17,0.9
0,157,LDOBUSDPerp,120,2,-905.39,-0.91,1.04,163,241,40.35,24.72,179.45,20.48,108.27,4030.12,4935.51,0.82
0,158,LDOBUSDPerp,120,3,-338.45,-0.34,0.86,159,228,41.09,26.1,180.37,19.69,108.32,4150.12,4488.57,0.92
0,159,LDOBUSDPerp,120,4,-763.01,-0.76,0.92,163,237,40.75,24.74,179.61,20.23,108.27,4032.45,4795.46,0.84
0,160,LDOBUSDPerp,240,1,-92.75,-0.09,0.93,78,109,41.71,35.86,200.14,26.51,140.04,2797.21,2889.95,0.97
0,161,LDOBUSDPerp,240,2,-210.72,-0.21,0.91,78,113,40.84,35.05,199.91,26.06,140.11,2733.78,2944.49,0.93
0,162,LDOBUSDPerp,240,3,-107.79,-0.11,0.93,78,109,41.71,35.56,200.11,26.43,140.04,2773.29,2881.08,0.96
0,163,LDOBUSDPerp,240,4,-225.18,-0.23,0.91,78,113,40.84,34.75,199.88,25.98,140.11,2710.46,2935.64,0.92
0,164,LDOBUSDPerp,360,1,-237.96,-0.24,0.58,39,69,36.11,56.24,461.73,35.24,135.52,2193.35,2431.31,0.9
0,165,LDOBUSDPerp,360,2,-360.7,-0.36,0.58,42,73,36.52,55.78,409.91,37.03,135.58,2342.73,2703.43,0.87
0,166,LDOBUSDPerp,360,3,-201.93,-0.2,0.55,39,68,36.45,56.25,461.89,35.23,135.52,2193.94,2395.87,0.92
0,167,LDOBUSDPerp,360,4,-357.64,-0.36,0.55,42,72,36.84,55.79,410.06,37.51,135.58,2343.13,2700.77,0.87
0,168,SOLBUSDPerp,5,1,-4192.72,-4.19,4.22,2308,4279,35.04,3.73,188.15,2.99,68.74,8614.36,12807.07,0.67
0,169,SOLBUSDPerp,5,2,-4431.23,-4.43,4.45,2393,4382,35.32,3.56,187.74,2.95,68.67,8512.93,12944.16,0.66
0,170,SOLBUSDPerp,5,3,-4155.38,-4.16,4.19,2308,4261,35.13,3.73,188.17,2.99,68.74,8598.0,12753.38,0.67
0,171,SOLBUSDPerp,5,4,-4394.5,-4.39,4.42,2393,4364,35.42,3.55,187.76,2.95,68.66,8496.09,12890.59,0.66
0,172,SOLBUSDPerp,15,1,-3896.07,-3.9,4.01,2577,3874,39.95,6.77,190.1,5.51,155.02,17454.57,21350.63,0.82
0,173,SOLBUSDPerp,15,2,-4424.86,-4.42,4.44,2684,3976,40.3,6.48,189.67,5.49,154.74,17401.28,21826.14,0.8
0,174,SOLBUSDPerp,15,3,-3971.67,-3.97,4.02,2574,3861,40.0,6.74,190.08,5.52,154.99,17358.56,21330.22,0.81
0,175,SOLBUSDPerp,15,4,-4476.91,-4.48,4.5,2681,3965,40.34,6.46,189.66,5.5,154.72,17325.17,21802.07,0.79
0,176,SOLBUSDPerp,30,1,-2540.84,-2.54,2.9,1408,1990,41.44,9.78,116.46,8.19,135.76,13764.62,16305.46,0.84
0,177,SOLBUSDPerp,30,2,-2392.59,-2.39,2.79,1452,2041,41.57,9.63,116.6,8.03,125.35,13988.96,16381.54,0.85
0,178,SOLBUSDPerp,30,3,-2537.36,-2.54,2.9,1408,1981,41.55,9.77,116.46,8.22,135.76,13753.34,16290.7,0.84
0,179,SOLBUSDPerp,30,4,-2389.1,-2.39,2.79,1452,2032,41.68,9.63,116.6,8.05,125.35,13977.65,16366.75,0.85
0,180,SOLBUSDPerp,60,1,-416.39,-0.42,1.18,682,876,43.77,14.07,195.0,11.43,67.99,9594.09,10010.48,0.96
0,181,SOLBUSDPerp,60,2,-620.61,-0.62,1.44,707,915,43.59,13.56,195.0,11.16,67.81,9587.72,10208.34,0.94
0,182,SOLBUSDPerp,60,3,-363.11,-0.36,1.16,682,873,43.86,14.06,195.0,11.4,68.03,9587.53,9950.64,0.96
0,183,SOLBUSDPerp,60,4,-569.03,-0.57,1.37,707,912,43.67,13.55,195.0,11.13,67.86,9581.35,10150.39,0.94
0,184,SOLBUSDPerp,120,1,-308.65,-0.31,0.88,353,442,44.4,19.19,190.4,16.03,87.48,6775.4,7084.05,0.96
0,185,SOLBUSDPerp,120,2,-180.95,-0.18,0.83,372,447,45.42,18.52,175.67,15.82,87.53,6890.68,7071.63,0.97
0,186,SOLBUSDPerp,120,3,-319.8,-0.32,0.91,353,442,44.4,19.19,190.33,16.05,87.48,6774.26,7094.06,0.95
0,187,SOLBUSDPerp,120,4,-192.11,-0.19,0.86,372,447,45.42,18.52,175.6,15.84,87.53,6889.53,7081.64,0.97
0,188,SOLBUSDPerp,240,1,-717.82,-0.72,1.06,164,238,40.8,26.13,208.14,21.02,111.17,4285.43,5003.24,0.86
0,189,SOLBUSDPerp,240,2,-736.43,-0.74,1.07,166,244,40.49,26.2,163.05,20.85,111.17,4349.99,5086.42,0.86
0,190,SOLBUSDPerp,240,3,-776.69,-0.78,1.12,164,237,40.9,25.57,208.14,20.97,111.17,4193.51,4970.2,0.84
