,totals,symbol,tf,variation,netprofit,profit_percent(%),MDD(%),win trades,loss trades,winrate,W.Avg,W.Max,L.Avg,L.Max,GrossProfit,GrossLoss,ProfitFactor
0,59,BTCBUSDPerp,60,6,-109.51,-0.11,0.29,107,152,41.31,10.31,68.11,7.98,62.6,1102.75,1212.26,0.91
0,60,BTCBUSDPerp,60,7,3.41,0.0,0.22,114,158,41.91,11.44,68.05,8.24,62.65,1304.61,1301.2,1.0
0,61,BTCBUSDPerp,60,8,-62.35,-0.06,0.3,112,162,40.88,11.21,82.37,8.14,62.6,1255.6,1317.95,0.95
0,62,BTCBUSDPerp,60,9,-160.36,-0.16,0.35,114,166,40.71,10.47,68.11,8.16,62.57,1193.8,1354.16,0.88
0,63,BTCBUSDPerp,60,10,-125.72,-0.13,0.28,71,98,42.01,9.1,50.35,7.88,62.54,646.04,771.77,0.84
0,64,BTCBUSDPerp,60,11,-96.95,-0.1,0.29,68,100,40.48,9.85,79.41,7.67,62.58,669.69,766.63,0.87
0,65,BTCBUSDPerp,60,12,-146.32,-0.15,0.29,67,101,39.88,9.13,69.0,7.51,62.58,611.85,758.17,0.81
0,66,BTCBUSDPerp,60,13,-189.16,-0.19,0.36,73,108,40.33,9.94,50.34,8.47,62.52,725.54,914.7,0.79
0,67,BTCBUSDPerp,60,14,-158.42,-0.16,0.37,71,108,39.66,10.35,82.35,8.27,62.56,735.07,893.49,0.82
0,68,BTCBUSDPerp,60,15,-279.33,-0.28,0.38,69,109,38.76,8.77,68.07,8.11,62.51,604.99,884.32,0.68
0,69,BTCBUSDPerp,60,16,-260.69,-0.26,0.37,73,113,39.25,9.5,50.34,8.45,62.49,693.7,954.39,0.73
0,70,BTCBUSDPerp,60,17,-240.1,-0.24,0.38,71,115,38.17,9.92,82.29,8.21,62.52,704.36,944.45,0.75
0,71,BTCBUSDPerp,60,18,-358.87,-0.36,0.42,70,116,37.63,8.41,68.01,8.17,62.47,588.93,947.8,0.62
0,72,BTCBUSDPerp,120,1,-214.51,-0.21,0.4,51,80,38.93,14.33,68.05,11.82,55.0,730.74,945.25,0.77
0,73,BTCBUSDPerp,120,2,-195.32,-0.2,0.39,52,81,39.1,15.03,76.69,12.06,55.02,781.69,977.02,0.8
0,74,BTCBUSDPerp,120,3,-234.03,-0.23,0.39,53,80,39.85,13.81,65.91,12.07,55.01,731.88,965.91,0.76
0,75,BTCBUSDPerp,120,4,-261.18,-0.26,0.47,53,86,38.13,14.51,68.18,11.98,54.96,768.79,1029.97,0.75
0,76,BTCBUSDPerp,120,5,-252.2,-0.25,0.46,56,87,39.16,14.81,76.69,12.43,54.98,829.33,1081.53,0.77
0,77,BTCBUSDPerp,120,6,-304.71,-0.3,0.47,57,87,39.58,13.58,65.91,12.4,54.97,774.26,1078.97,0.72
0,78,BTCBUSDPerp,120,7,-365.66,-0.37,0.5,63,97,39.38,13.36,70.57,12.45,54.93,841.68,1207.34,0.7
0,79,BTCBUSDPerp,120,8,-403.75,-0.4,0.52,67,100,40.12,13.12,70.57,12.83,54.92,879.33,1283.08,0.69
0,80,BTCBUSDPerp,120,9,-254.78,-0.25,0.41,72,100,41.86,13.71,65.91,12.42,55.01,987.19,1241.96,0.79
0,81,BTCBUSDPerp,120,10,-287.65,-0.29,0.42,38,62,38.0,13.38,66.69,12.84,54.95,508.5,796.15,0.64
0,82,BTCBUSDPerp,120,11,-270.93,-0.27,0.4,40,62,39.22,13.77,66.69,13.26,54.97,550.98,821.91,0.67
0,83,BTCBUSDPerp,120,12,-325.56,-0.33,0.42,39,60,39.39,12.29,56.26,13.41,54.95,479.23,804.79,0.6
0,84,BTCBUSDPerp,120,13,-341.8,-0.34,0.48,38,65,36.89,13.03,68.14,12.87,54.92,494.98,836.78,0.59
0,85,BTCBUSDPerp,120,14,-350.44,-0.35,0.48,41,65,38.68,12.97,68.14,13.57,54.94,531.82,882.26,0.6
0,86,BTCBUSDPerp,120,15,-418.83,-0.42,0.51,40,64,38.46,11.37,48.26,13.65,54.91,454.9,873.72,0.52
0,87,BTCBUSDPerp,120,16,-429.85,-0.43,0.57,45,74,37.82,12.28,70.58,13.27,54.89,552.42,982.27,0.56
0,88,BTCBUSDPerp,120,17,-484.07,-0.48,0.61,49,76,39.2,11.62,70.58,13.86,54.87,569.46,1053.53,0.54
0,89,BTCBUSDPerp,120,18,-498.26,-0.5,0.59,48,74,39.34,10.5,48.22,13.54,54.88,504.04,1002.29,0.5
0,90,BTCBUSDPerp,240,1,106.3,0.11,0.23,25,34,42.37,29.71,93.02,18.72,78.84,742.8,636.5,1.17
0,91,BTCBUSDPerp,240,2,-3.7,-0.0,0.25,25,36,40.98,25.77,93.02,18.0,82.64,644.35,648.05,0.99
0,92,BTCBUSDPerp,240,3,-25.85,-0.03,0.26,26,37,41.27,25.01,101.06,18.27,82.64,650.21,676.06,0.96
0,93,BTCBUSDPerp,240,4,162.46,0.16,0.24,27,33,45.0,29.69,94.94,19.37,78.85,801.6,639.14,1.25
0,94,BTCBUSDPerp,240,5,8.44,0.01,0.24,27,35,43.55,24.36,94.93,18.55,82.65,657.73,649.28,1.01
0,95,BTCBUSDPerp,240,6,-16.33,-0.02,0.27,29,36,44.62,23.38,101.06,19.29,82.65,677.96,694.29,0.98
0,96,BTCBUSDPerp,240,7,262.18,0.26,0.16,29,36,44.62,35.48,94.17,21.3,78.89,1028.89,766.71,1.34
0,97,BTCBUSDPerp,240,8,193.82,0.19,0.21,30,39,43.48,31.79,110.81,19.48,64.86,953.73,759.91,1.26
0,98,BTCBUSDPerp,240,9,208.15,0.21,0.2,33,39,45.83,29.53,110.86,19.65,64.76,974.51,766.35,1.27
0,99,BTCBUSDPerp,240,10,-192.79,-0.19,0.3,21,31,40.38,20.69,92.93,20.23,78.79,434.47,627.26,0.69
0,100,BTCBUSDPerp,240,11,-156.97,-0.16,0.28,19,31,38.0,21.39,93.01,18.17,60.36,406.37,563.35,0.72
0,101,BTCBUSDPerp,240,12,-122.64,-0.12,0.26,19,34,35.85,24.38,100.97,17.23,60.36,463.29,585.93,0.79
0,102,BTCBUSDPerp,240,13,-196.54,-0.2,0.3,22,31,41.51,20.02,94.83,20.55,78.8,440.47,637.02,0.69
0,103,BTCBUSDPerp,240,14,-161.18,-0.16,0.28,20,31,39.22,20.53,94.91,18.45,60.36,410.61,571.8,0.72
0,104,BTCBUSDPerp,240,15,-121.16,-0.12,0.25,21,33,38.89,22.95,100.96,18.28,60.37,481.93,603.09,0.8
0,105,BTCBUSDPerp,240,16,-241.76,-0.24,0.33,22,34,39.29,22.77,94.79,21.84,78.78,500.84,742.6,0.67
0,106,BTCBUSDPerp,240,17,-218.36,-0.22,0.33,21,35,37.5,22.91,94.86,19.99,64.66,481.12,699.49,0.69
0,107,BTCBUSDPerp,240,18,-153.84,-0.15,0.28,24,36,40.0,23.18,100.98,19.73,64.6,556.44,710.27,0.78
0,108,BTCBUSDPerp,360,1,-303.78,-0.3,0.45,17,27,38.64,24.89,72.93,26.92,100.95,423.16,726.94,0.58
0,109,BTCBUSDPerp,360,2,-235.38,-0.24,0.36,16,25,39.02,26.17,84.64,26.16,101.04,418.68,654.07,0.64
0,110,BTCBUSDPerp,360,3,-287.82,-0.29,0.36,17,25,40.48,22.73,76.53,26.97,101.07,386.46,674.28,0.57
0,111,BTCBUSDPerp,360,4,-384.71,-0.38,0.54,18,29,38.3,24.9,72.87,28.72,100.87,448.24,832.95,0.54
0,112,BTCBUSDPerp,360,5,-315.71,-0.32,0.45,17,27,38.64,26.1,84.57,28.13,100.96,443.78,759.5,0.58
0,113,BTCBUSDPerp,360,6,-259.64,-0.26,0.33,18,25,41.86,22.73,76.53,26.75,101.1,409.17,668.8,0.61
0,114,BTCBUSDPerp,360,7,-264.16,-0.26,0.42,18,27,40.0,26.68,73.63,27.57,101.0,480.25,744.42,0.65
0,115,BTCBUSDPerp,360,8,-213.43,-0.21,0.36,17,28,37.78,27.98,85.2,24.61,101.05,475.71,689.14,0.69
0,116,BTCBUSDPerp,360,9,-233.05,-0.23,0.31,19,27,41.3,23.67,76.53,25.29,101.11,449.75,682.8,0.66
0,117,BTCBUSDPerp,360,10,-105.03,-0.11,0.26,15,19,44.12,26.28,70.2,26.27,101.11,394.18,499.21,0.79
0,118,BTCBUSDPerp,360,11,-146.05,-0.15,0.26,13,19,40.62,28.32,71.72,27.07,101.12,368.22,514.27,0.72
0,119,BTCBUSDPerp,360,12,-193.06,-0.19,0.24,14,19,42.42,24.93,76.57,28.53,101.13,348.95,542.01,0.64
0,120,BTCBUSDPerp,360,13,-166.33,-0.17,0.32,16,20,44.44,25.87,70.16,29.02,101.05,413.98,580.31,0.71
0,121,BTCBUSDPerp,360,14,-206.68,-0.21,0.33,14,20,41.18,27.72,71.67,29.74,101.05,388.03,594.7,0.65
0,122,BTCBUSDPerp,360,15,-170.27,-0.17,0.22,15,19,44.12,24.41,76.57,28.24,101.16,366.22,536.49,0.68
0,123,BTCBUSDPerp,360,16,-139.18,-0.14,0.27,16,20,44.44,27.52,70.19,28.97,101.11,440.27,579.45,0.76
0,124,BTCBUSDPerp,360,17,-110.43,-0.11,0.22,14,21,40.0,29.62,71.75,25.0,101.16,414.62,525.04,0.79
0,125,BTCBUSDPerp,360,18,-152.13,-0.15,0.19,15,21,41.67,26.46,76.57,26.15,101.18,396.91,549.05,0.72
0,126,ETHBUSDPerp,5,1,-580.61,-0.58,0.59,178,534,25.0,2.44,28.97,1.9,31.3,433.76,1014.37,0.43
0,127,ETHBUSDPerp,5,2,-571.04,-0.57,0.58,172,558,23.56,2.49,28.31,1.79,32.7,428.09,999.13,0.43
0,128,ETHBUSDPerp,5,3,-592.67,-0.59,0.62,173,568,23.35,2.53,27.71,1.81,32.7,438.12,1030.8,0.43
0,129,ETHBUSDPerp,5,4,-643.66,-0.64,0.65,196,569,25.62,2.35,28.97,1.94,31.04,459.94,1103.6,0.42
0,130,ETHBUSDPerp,5,5,-643.34,-0.64,0.65,185,595,23.72,2.46,28.31,1.85,32.69,455.39,1098.73,0.41
0,131,ETHBUSDPerp,5,6,-660.99,-0.66,0.68,186,601,23.63,2.48,27.71,1.87,32.69,461.45,1122.44,0.41
0,132,ETHBUSDPerp,5,7,-706.07,-0.71,0.71,216,632,25.47,2.45,28.96,1.96,30.11,529.67,1235.74,0.43
0,133,ETHBUSDPerp,5,8,-734.26,-0.73,0.74,208,665,23.83,2.51,28.3,1.89,32.49,522.32,1256.58,0.42
0,134,ETHBUSDPerp,5,9,-768.42,-0.77,0.78,217,666,24.58,2.45,27.7,1.95,32.49,531.68,1300.1,0.41
0,135,ETHBUSDPerp,5,10,-271.51,-0.27,0.27,91,267,25.42,1.95,11.56,1.68,12.35,177.43,448.95,0.4
0,136,ETHBUSDPerp,5,11,-278.59,-0.28,0.28,90,275,24.66,1.93,11.56,1.64,6.99,173.62,452.21,0.38
0,137,ETHBUSDPerp,5,12,-293.4,-0.29,0.29,85,284,23.04,1.99,11.56,1.63,6.99,169.04,462.44,0.37
0,138,ETHBUSDPerp,5,13,-285.14,-0.29,0.29,96,284,25.26,2.04,11.56,1.69,12.35,196.05,481.19,0.41
0,139,ETHBUSDPerp,5,14,-289.12,-0.29,0.3,94,293,24.29,2.05,11.56,1.65,6.99,192.99,482.11,0.4
0,140,ETHBUSDPerp,5,15,-311.7,-0.31,0.32,88,301,22.62,2.05,11.56,1.63,6.99,180.32,492.02,0.37
0,141,ETHBUSDPerp,5,16,-337.17,-0.34,0.34,105,318,24.82,2.28,11.55,1.81,12.61,239.67,576.85,0.42
0,142,ETHBUSDPerp,5,17,-346.49,-0.35,0.36,106,329,24.37,2.25,11.56,1.78,12.62,238.73,585.22,0.41
0,143,ETHBUSDPerp,5,18,-363.31,-0.36,0.37,107,332,24.37,2.14,11.56,1.78,12.62,228.93,592.24,0.39
0,144,ETHBUSDPerp,15,1,-651.16,-0.65,0.69,203,418,32.69,5.6,38.34,4.28,48.96,1137.05,1788.21,0.64
0,145,ETHBUSDPerp,15,2,-634.04,-0.63,0.68,212,428,33.12,5.46,38.33,4.19,58.2,1158.54,1792.58,0.65
0,146,ETHBUSDPerp,15,3,-695.53,-0.7,0.74,216,431,33.38,5.14,38.32,4.19,58.18,1109.56,1805.09,0.61
0,147,ETHBUSDPerp,15,4,-664.34,-0.66,0.71,217,444,32.83,5.85,53.33,4.36,48.95,1269.89,1934.23,0.66
0,148,ETHBUSDPerp,15,5,-702.27,-0.7,0.75,229,457,33.38,5.53,38.31,4.31,58.17,1265.36,1967.63,0.64
0,149,ETHBUSDPerp,15,6,-763.02,-0.76,0.81,235,465,33.57,5.26,38.3,4.3,58.16,1235.52,1998.54,0.62
0,150,ETHBUSDPerp,15,7,-746.12,-0.75,0.79,253,499,33.64,5.85,55.92,4.46,48.97,1480.76,2226.88,0.66
0,151,ETHBUSDPerp,15,8,-736.17,-0.74,0.78,272,513,34.65,5.58,38.31,4.39,59.31,1516.86,2253.03,0.67
0,152,ETHBUSDPerp,15,9,-842.06,-0.84,0.87,274,526,34.25,5.29,38.3,4.36,59.29,1449.46,2291.52,0.63
0,153,ETHBUSDPerp,15,10,-219.19,-0.22,0.31,107,206,34.19,5.98,23.94,4.17,49.08,640.16,859.35,0.74
0,154,ETHBUSDPerp,15,11,-308.66,-0.31,0.4,109,219,33.23,5.27,23.94,4.03,58.32,574.01,882.67,0.65
0,155,ETHBUSDPerp,15,12,-322.63,-0.32,0.41,113,222,33.73,4.92,22.0,3.96,58.32,555.79,878.43,0.63
0,156,ETHBUSDPerp,15,13,-208.97,-0.21,0.29,112,217,34.04,6.09,23.94,4.1,49.07,681.55,890.52,0.77
0,157,ETHBUSDPerp,15,14,-310.84,-0.31,0.39,118,229,34.01,5.22,23.94,4.05,58.31,615.84,926.68,0.66
0,158,ETHBUSDPerp,15,15,-344.52,-0.34,0.42,122,235,34.17,4.91,22.0,4.01,58.31,598.59,943.11,0.63
0,159,ETHBUSDPerp,15,16,-250.9,-0.25,0.31,136,245,35.7,5.94,23.93,4.32,49.07,807.58,1058.48,0.76
0,160,ETHBUSDPerp,15,17,-300.83,-0.3,0.35,147,255,36.57,5.26,23.93,4.21,59.44,773.07,1073.9,0.72
0,161,ETHBUSDPerp,15,18,-365.03,-0.37,0.41,149,268,35.73,5.05,22.0,4.17,59.43,752.15,1117.18,0.67
0,162,ETHBUSDPerp,30,1,-491.05,-0.49,0.57,118,205,36.53,8.35,51.15,7.2,69.67,985.43,1476.48,0.67
0,163,ETHBUSDPerp,30,2,-586.98,-0.59,0.68,118,214,35.54,8.18,51.13,7.25,69.64,965.22,1552.2,0.62
0,164,ETHBUSDPerp,30,3,-562.04,-0.56,0.6,127,217,36.92,7.79,51.12,7.15,69.62,989.81,1551.85,0.64
0,165,ETHBUSDPerp,30,4,-557.34,-0.56,0.64,126,225,35.9,9.15,69.99,7.6,69.24,1153.26,1710.6,0.67
0,166,ETHBUSDPerp,30,5,-696.18,-0.7,0.79,130,235,35.62,8.45,51.07,7.64,69.17,1098.93,1795.12,0.61
0,167,ETHBUSDPerp,30,6,-678.71,-0.68,0.72,140,242,36.65,8.22,51.07,7.56,69.18,1150.97,1829.68,0.63
0,168,ETHBUSDPerp,30,7,-450.22,-0.45,0.61,150,241,38.36,8.93,49.17,7.42,69.27,1339.07,1789.3,0.75
0,169,ETHBUSDPerp,30,8,-630.42,-0.63,0.76,157,255,38.11,8.05,41.97,7.43,69.21,1263.11,1893.53,0.67
0,170,ETHBUSDPerp,30,9,-624.66,-0.62,0.7,170,261,39.44,7.79,45.03,7.47,69.24,1323.73,1948.39,0.68
0,171,ETHBUSDPerp,30,10,-327.02,-0.33,0.41,65,121,34.95,8.55,41.37,7.29,69.73,555.53,882.55,0.63
0,172,ETHBUSDPerp,30,11,-397.44,-0.4,0.48,62,124,33.33,8.29,41.36,7.35,69.71,514.15,911.59,0.56
0,173,ETHBUSDPerp,30,12,-292.18,-0.29,0.37,71,124,36.41,8.39,41.38,7.16,69.74,595.38,887.56,0.67
0,174,ETHBUSDPerp,30,13,-341.4,-0.34,0.42,69,131,34.5,9.15,41.36,7.42,69.31,631.2,972.6,0.65
0,175,ETHBUSDPerp,30,14,-432.0,-0.43,0.52,69,135,33.82,8.41,41.36,7.5,69.27,580.5,1012.5,0.57
0,176,ETHBUSDPerp,30,15,-327.48,-0.33,0.41,79,138,36.41,8.52,45.09,7.25,69.32,673.07,1000.54,0.67
0,177,ETHBUSDPerp,30,16,-294.42,-0.29,0.4,78,140,35.78,9.4,41.97,7.34,69.33,732.88,1027.3,0.71
0,178,ETHBUSDPerp,30,17,-414.2,-0.41,0.51,80,146,35.4,8.22,41.96,7.34,69.29,657.54,1071.74,0.61
0,179,ETHBUSDPerp,30,18,-345.05,-0.35,0.43,90,148,37.82,8.11,45.09,7.26,69.33,730.08,1075.13,0.68
0,180,ETHBUSDPerp,60,1,-202.44,-0.2,0.3,75,99,43.1,12.77,60.39,11.72,78.36,957.66,1160.1,0.83
0,181,ETHBUSDPerp,60,2,-215.1,-0.22,0.28,76,98,43.68,12.16,61.75,11.62,77.77,924.07,1139.17,0.81
0,182,ETHBUSDPerp,60,3,-306.71,-0.31,0.38,70,103,40.46,12.17,61.76,11.25,77.75,851.66,1158.37,0.74
0,183,ETHBUSDPerp,60,4,29.51,0.03,0.23,82,106,43.62,14.33,72.3,10.81,78.45,1175.08,1145.57,1.03
0,184,ETHBUSDPerp,60,5,-22.15,-0.02,0.26,84,105,44.44,13.27,72.29,10.83,77.83,1114.53,1136.67,0.98
0,185,ETHBUSDPerp,60,6,-73.33,-0.07,0.27,80,110,42.11,13.66,72.27,10.6,77.84,1092.45,1165.77,0.94
0,186,ETHBUSDPerp,60,7,-46.68,-0.05,0.33,98,125,43.95,13.23,72.37,10.74,78.31,1296.3,1342.97,0.97
0,187,ETHBUSDPerp,60,8,-63.37,-0.06,0.28,102,123,45.33,12.35,72.4,10.76,77.75,1259.64,1323.02,0.95
0,188,ETHBUSDPerp,60,9,-141.75,-0.14,0.34,96,127,43.05,12.54,72.37,10.6,77.74,1203.88,1345.63,0.89
0,189,ETHBUSDPerp,60,10,-164.05,-0.16,0.3,43,74,36.75,15.83,54.67,11.42,78.42,680.89,844.94,0.81
0,190,ETHBUSDPerp,60,11,-205.38,-0.21,0.32,43,73,37.07,14.3,54.68,11.24,77.81,615.08,820.46,0.75
0,191,ETHBUSDPerp,60,12,-300.01,-0.3,0.41,38,77,33.04,14.06,54.68,10.84,77.79,534.38,834.39,0.64
0,192,ETHBUSDPerp,60,13,-162.28,-0.16,0.28,43,80,34.96,16.49,54.67,10.89,78.43,708.86,871.14,0.81
0,193,ETHBUSDPerp,60,14,-221.21,-0.22,0.34,43,79,35.25,14.84,54.68,10.88,77.81,638.13,859.34,0.74
0,194,ETHBUSDPerp,60,15,-291.65,-0.29,0.41,40,83,32.52,14.75,54.68,10.62,77.8,590.16,881.81,0.67
0,195,ETHBUSDPerp,60,16,-217.6,-0.22,0.33,55,93,37.16,14.35,52.95,10.83,78.35,789.29,1006.9,0.78
0,196,ETHBUSDPerp,60,17,-281.51,-0.28,0.33,55,91,37.67,12.81,52.96,10.84,77.74,704.64,986.15,0.71
0,197,ETHBUSDPerp,60,18,-345.28,-0.35,0.39,52,93,35.86,12.63,39.72,10.77,77.75,656.62,1001.9,0.66
