,totals,symbol,tf,variation,netprofit,profit_percent(%),MDD(%),win trades,loss trades,winrate,W.Avg,W.Max,L.Avg,L.Max,GrossProfit,GrossLoss,ProfitFactor
0,52,MATICBUSDPerp,60,1,-345.68,-0.35,0.41,36,88,29.03,24.05,97.18,13.77,57.91,865.8,1211.49,0.71
0,53,MATICBUSDPerp,120,1,-180.08,-0.18,0.4,18,42,30.0,31.59,92.92,17.82,45.16,568.54,748.63,0.76
0,54,MATICBUSDPerp,240,1,54.8,0.05,0.24,9,18,33.33,60.91,114.38,27.41,65.0,548.17,493.37,1.11
0,55,MATICBUSDPerp,360,1,642.17,0.64,0.13,11,12,47.83,100.35,236.78,38.47,119.35,1103.84,461.67,2.39
0,56,DOGEBUSDPerp,5,1,-764.41,-0.76,0.78,364,755,32.53,5.79,61.42,3.8,38.82,2106.07,2870.47,0.73
0,57,DOGEBUSDPerp,15,1,-312.78,-0.31,0.52,364,652,35.83,11.95,93.35,7.15,47.43,4350.96,4663.74,0.93
0,58,DOGEBUSDPerp,30,1,-167.68,-0.17,0.34,202,327,38.19,15.92,135.17,10.35,62.01,3215.53,3383.21,0.95
0,59,DOGEBUSDPerp,60,1,-260.5,-0.26,0.62,97,157,38.19,22.17,81.65,15.36,62.85,2150.9,2411.41,0.89
0,60,DOGEBUSDPerp,120,1,-124.77,-0.12,0.54,43,81,34.68,31.61,154.24,18.32,51.93,1359.15,1483.91,0.92
0,61,DOGEBUSDPerp,240,1,270.55,0.27,0.3,20,30,40.0,59.37,351.77,30.56,98.44,1187.45,916.9,1.3
0,62,DOGEBUSDPerp,360,1,-281.3,-0.28,0.58,11,25,30.56,63.85,110.6,39.35,157.42,702.35,983.65,0.71
0,63,SANDBUSDPerp,5,1,-839.21,-0.84,0.85,335,689,32.71,5.49,36.78,3.89,24.52,1838.93,2678.14,0.69
0,64,SANDBUSDPerp,15,1,-480.77,-0.48,0.55,160,296,35.09,10.48,54.07,7.29,44.6,1676.61,2157.37,0.78
0,65,SANDBUSDPerp,30,1,-235.75,-0.24,0.38,78,140,35.78,16.32,75.73,10.77,48.81,1272.57,1508.32,0.84
0,66,SANDBUSDPerp,60,1,-151.8,-0.15,0.26,38,64,37.25,20.53,44.01,14.56,43.28,780.26,932.06,0.84
0,67,SANDBUSDPerp,120,1,-345.64,-0.35,0.44,17,39,30.36,35.65,71.9,24.4,72.0,606.13,951.77,0.64
0,68,SANDBUSDPerp,240,1,-136.45,-0.14,0.22,7,14,33.33,47.3,72.8,33.4,71.28,331.09,467.54,0.71
0,69,SANDBUSDPerp,360,1,509.33,0.51,0.11,7,8,46.67,111.28,289.86,33.71,63.77,778.98,269.64,2.89
